item_id,transaction_id,product_id,quantity,unit_price,discount_percentage,line_total
ITEM02165,TXN00724,PROD0098,1,197.45,0,197.45
ITEM02166,TXN00724,PROD0127,2,18.32,5,34.81
ITEM02167,TXN00724,PROD0325,2,466.79,0,933.58
ITEM02168,TXN00724,PROD0094,1,393.82,5,374.13
ITEM02169,TXN00725,PROD0409,1,181.51,15,154.28
ITEM02170,TXN00725,PROD0380,3,73.05,5,208.19
ITEM02171,TXN00726,PROD0343,3,491.84,0,1475.52
ITEM02172,TXN00726,PROD0109,3,213.87,5,609.53
ITEM02173,TXN00727,PROD0364,3,406.21,5,1157.7
ITEM02174,TXN00727,PROD0271,2,48.91,15,83.15
ITEM02175,TXN00727,PROD0055,3,421.13,10,1137.05
ITEM02176,TXN00727,PROD0214,1,165.69,5,157.41
ITEM02177,TXN00728,PROD0295,1,219.27,15,186.38
ITEM02178,TXN00728,PROD0029,2,388.36,0,776.72
ITEM02179,TXN00729,PROD0363,1,481.15,15,408.98
ITEM02180,TXN00729,PROD0445,3,124.55,0,373.65
ITEM02181,TXN00729,PROD0008,2,399.83,5,759.68
ITEM02182,TXN00730,PROD0118,1,371.35,15,315.65
ITEM02183,TXN00730,PROD0128,2,369.14,10,664.45
ITEM02184,TXN00730,PROD0207,1,325.54,15,276.71
ITEM02185,TXN00731,PROD0420,2,386.92,15,657.76
ITEM02186,TXN00731,PROD0478,2,421.14,15,715.94
ITEM02187,TXN00731,PROD0287,3,197.02,15,502.4
ITEM02188,TXN00731,PROD0353,3,444.62,15,1133.78
ITEM02189,TXN00732,PROD0492,1,201.16,15,170.99
ITEM02190,TXN00732,PROD0005,2,336.36,15,571.81
ITEM02191,TXN00732,PROD0222,2,439.77,15,747.61
ITEM02192,TXN00733,PROD0241,3,49.04,10,132.41
ITEM02193,TXN00733,PROD0430,2,30.44,15,51.75
ITEM02194,TXN00733,PROD0294,1,430.85,15,366.22
ITEM02195,TXN00734,PROD0349,3,120.26,15,306.66
ITEM02196,TXN00734,PROD0471,2,80.55,5,153.04
ITEM02197,TXN00734,PROD0327,2,182.43,0,364.86
ITEM02198,TXN00734,PROD0118,3,371.35,5,1058.35
ITEM02199,TXN00734,PROD0153,3,153.62,15,391.73
ITEM02200,TXN00735,PROD0076,3,226.58,0,679.74
ITEM02201,TXN00735,PROD0341,2,369.56,0,739.12
ITEM02202,TXN00735,PROD0081,1,176.48,10,158.83
ITEM02203,TXN00736,PROD0103,1,86.45,10,77.81
ITEM02204,TXN00736,PROD0406,3,175.16,10,472.93
ITEM02205,TXN00736,PROD0412,3,75.31,15,192.04
ITEM02206,TXN00737,PROD0230,3,456.5,15,1164.08
ITEM02207,TXN00737,PROD0278,3,426.27,0,1278.81
ITEM02208,TXN00737,PROD0134,3,261.02,5,743.91
ITEM02209,TXN00737,PROD0304,1,38.81,15,32.99
ITEM02210,TXN00737,PROD0486,1,185.6,5,176.32
ITEM02211,TXN00738,PROD0133,3,156.68,10,423.04
ITEM02212,TXN00738,PROD0116,2,225.06,0,450.12
ITEM02213,TXN00739,PROD0050,3,334.62,10,903.47
ITEM02214,TXN00739,PROD0432,1,381.03,10,342.93
ITEM02215,TXN00739,PROD0173,2,194.49,0,388.98
ITEM02216,TXN00739,PROD0372,1,91.99,5,87.39
ITEM02217,TXN00740,PROD0301,2,220.89,10,397.6
ITEM02218,TXN00740,PROD0090,2,31.44,5,59.74
ITEM02219,TXN00741,PROD0338,3,203.76,10,550.15
ITEM02220,TXN00742,PROD0063,2,84.12,15,143.0
ITEM02221,TXN00742,PROD0355,3,419.13,10,1131.65
ITEM02222,TXN00743,PROD0493,2,61.14,10,110.05
ITEM02223,TXN00744,PROD0187,3,399.57,10,1078.84
ITEM02224,TXN00745,PROD0414,3,77.07,15,196.53
ITEM02225,TXN00745,PROD0147,3,427.77,5,1219.14
ITEM02226,TXN00746,PROD0288,3,219.1,10,591.57
ITEM02227,TXN00746,PROD0186,3,322.1,15,821.36
ITEM02228,TXN00746,PROD0135,3,83.95,10,226.67
ITEM02229,TXN00746,PROD0037,2,194.18,15,330.11
ITEM02230,TXN00747,PROD0424,2,295.36,0,590.72
ITEM02231,TXN00747,PROD0009,1,401.36,0,401.36
ITEM02232,TXN00747,PROD0041,2,138.73,5,263.59
ITEM02233,TXN00747,PROD0121,1,325.75,10,293.18
ITEM02234,TXN00748,PROD0128,1,369.14,0,369.14
ITEM02235,TXN00748,PROD0442,2,225.33,10,405.59
ITEM02236,TXN00748,PROD0450,1,30.45,15,25.88
ITEM02237,TXN00748,PROD0062,3,396.45,15,1010.95
ITEM02238,TXN00749,PROD0139,2,324.39,5,616.34
ITEM02239,TXN00750,PROD0198,2,153.6,10,276.48
ITEM02240,TXN00751,PROD0006,2,218.39,0,436.78
ITEM02241,TXN00751,PROD0146,1,465.94,10,419.35
ITEM02242,TXN00751,PROD0348,3,483.76,0,1451.28
ITEM02243,TXN00752,PROD0150,2,136.2,5,258.78
ITEM02244,TXN00752,PROD0113,1,266.63,0,266.63
ITEM02245,TXN00752,PROD0309,1,349.76,10,314.78
ITEM02246,TXN00752,PROD0149,1,419.05,0,419.05
ITEM02247,TXN00752,PROD0497,1,17.34,10,15.61
ITEM02248,TXN00753,PROD0486,1,185.6,5,176.32
ITEM02249,TXN00753,PROD0053,1,97.02,0,97.02
ITEM02250,TXN00754,PROD0082,1,467.74,10,420.97
ITEM02251,TXN00755,PROD0404,1,152.97,10,137.67
ITEM02252,TXN00755,PROD0081,2,176.48,10,317.66
ITEM02253,TXN00755,PROD0327,1,182.43,5,173.31
ITEM02254,TXN00755,PROD0470,3,298.57,10,806.14
ITEM02255,TXN00755,PROD0492,2,201.16,0,402.32
ITEM02256,TXN00756,PROD0483,1,315.59,0,315.59
ITEM02257,TXN00757,PROD0135,3,83.95,5,239.26
ITEM02258,TXN00757,PROD0063,2,84.12,0,168.24
ITEM02259,TXN00757,PROD0396,2,347.73,5,660.69
ITEM02260,TXN00758,PROD0098,3,197.45,15,503.5
ITEM02261,TXN00758,PROD0413,2,313.84,5,596.3
ITEM02262,TXN00758,PROD0140,3,243.81,10,658.29
ITEM02263,TXN00759,PROD0386,2,230.86,5,438.63
ITEM02264,TXN00759,PROD0444,1,395.26,0,395.26
ITEM02265,TXN00759,PROD0177,1,307.37,15,261.26
ITEM02266,TXN00759,PROD0143,3,317.0,0,951.0
ITEM02267,TXN00760,PROD0084,2,305.93,15,520.08
ITEM02268,TXN00760,PROD0312,2,72.92,0,145.84
ITEM02269,TXN00760,PROD0109,1,213.87,15,181.79
ITEM02270,TXN00761,PROD0061,2,187.18,15,318.21
ITEM02271,TXN00761,PROD0453,3,165.45,5,471.53
ITEM02272,TXN00761,PROD0390,1,373.77,15,317.7
ITEM02273,TXN00761,PROD0110,2,256.81,5,487.94
ITEM02274,TXN00762,PROD0448,3,75.84,10,204.77
ITEM02275,TXN00763,PROD0350,2,176.36,5,335.08
ITEM02276,TXN00764,PROD0287,2,197.02,0,394.04
ITEM02277,TXN00764,PROD0044,2,458.21,15,778.96
ITEM02278,TXN00764,PROD0162,2,28.91,10,52.04
ITEM02279,TXN00764,PROD0212,1,487.49,10,438.74
ITEM02280,TXN00764,PROD0146,1,465.94,10,419.35
ITEM02281,TXN00765,PROD0293,2,288.39,0,576.78
ITEM02282,TXN00765,PROD0121,2,325.75,15,553.77
ITEM02283,TXN00765,PROD0428,2,263.42,5,500.5
ITEM02284,TXN00765,PROD0047,3,224.44,5,639.65
ITEM02285,TXN00766,PROD0253,1,356.92,10,321.23
ITEM02286,TXN00766,PROD0162,2,28.91,10,52.04
ITEM02287,TXN00766,PROD0398,1,304.67,0,304.67
ITEM02288,TXN00767,PROD0031,2,84.8,5,161.12
ITEM02289,TXN00768,PROD0271,3,48.91,0,146.73
ITEM02290,TXN00768,PROD0126,3,233.91,10,631.56
ITEM02291,TXN00768,PROD0032,3,485.33,5,1383.19
ITEM02292,TXN00768,PROD0018,3,197.29,15,503.09
ITEM02293,TXN00769,PROD0091,2,92.41,10,166.34
ITEM02294,TXN00770,PROD0286,3,192.19,15,490.08
ITEM02295,TXN00770,PROD0217,3,56.97,10,153.82
ITEM02296,TXN00771,PROD0124,2,102.99,15,175.08
ITEM02297,TXN00771,PROD0327,2,182.43,0,364.86
ITEM02298,TXN00771,PROD0297,2,369.98,15,628.97
ITEM02299,TXN00772,PROD0335,3,338.67,15,863.61
ITEM02300,TXN00772,PROD0400,1,198.94,5,188.99
ITEM02301,TXN00773,PROD0406,2,175.16,5,332.8
ITEM02302,TXN00774,PROD0220,2,172.14,15,292.64
ITEM02303,TXN00774,PROD0445,2,124.55,10,224.19
ITEM02304,TXN00774,PROD0098,3,197.45,10,533.11
ITEM02305,TXN00775,PROD0314,1,324.54,5,308.31
ITEM02306,TXN00775,PROD0101,1,153.61,5,145.93
ITEM02307,TXN00775,PROD0100,3,309.73,10,836.27
ITEM02308,TXN00776,PROD0441,2,197.69,0,395.38
ITEM02309,TXN00776,PROD0469,2,407.96,10,734.33
ITEM02310,TXN00776,PROD0446,1,129.57,5,123.09
ITEM02311,TXN00777,PROD0454,3,85.8,10,231.66
ITEM02312,TXN00777,PROD0258,2,213.68,5,405.99
ITEM02313,TXN00777,PROD0024,1,277.75,10,249.97
ITEM02314,TXN00777,PROD0152,1,336.61,0,336.61
ITEM02315,TXN00777,PROD0350,1,176.36,10,158.72
ITEM02316,TXN00778,PROD0132,2,492.36,10,886.25
ITEM02317,TXN00778,PROD0310,1,130.24,10,117.22
ITEM02318,TXN00778,PROD0327,2,182.43,15,310.13
ITEM02319,TXN00778,PROD0464,1,392.1,15,333.29
ITEM02320,TXN00779,PROD0469,3,407.96,15,1040.3
ITEM02321,TXN00779,PROD0156,3,420.83,5,1199.37
ITEM02322,TXN00779,PROD0379,1,214.23,0,214.23
ITEM02323,TXN00779,PROD0326,1,228.46,15,194.19
ITEM02324,TXN00780,PROD0337,3,38.53,10,104.03
ITEM02325,TXN00780,PROD0253,3,356.92,0,1070.76
ITEM02326,TXN00780,PROD0411,1,461.6,10,415.44
ITEM02327,TXN00780,PROD0281,1,31.48,15,26.76
ITEM02328,TXN00781,PROD0114,2,459.98,10,827.96
ITEM02329,TXN00781,PROD0119,3,116.88,10,315.58
ITEM02330,TXN00781,PROD0424,2,295.36,0,590.72
ITEM02331,TXN00782,PROD0021,2,256.88,10,462.38
ITEM02332,TXN00782,PROD0297,3,369.98,0,1109.94
ITEM02333,TXN00782,PROD0413,1,313.84,15,266.76
ITEM02334,TXN00783,PROD0375,1,155.25,5,147.49
ITEM02335,TXN00783,PROD0340,2,268.5,15,456.45
ITEM02336,TXN00783,PROD0462,3,311.8,15,795.09
ITEM02337,TXN00783,PROD0126,1,233.91,0,233.91
ITEM02338,TXN00783,PROD0030,2,33.5,10,60.3
ITEM02339,TXN00784,PROD0464,1,392.1,5,372.5
ITEM02340,TXN00784,PROD0371,1,357.8,15,304.13
ITEM02341,TXN00784,PROD0483,1,315.59,5,299.81
ITEM02342,TXN00785,PROD0400,1,198.94,10,179.05
ITEM02343,TXN00785,PROD0044,2,458.21,5,870.6
ITEM02344,TXN00785,PROD0351,3,394.21,15,1005.24
ITEM02345,TXN00785,PROD0473,1,11.08,5,10.53
ITEM02346,TXN00786,PROD0474,2,293.08,10,527.54
ITEM02347,TXN00786,PROD0073,2,469.32,5,891.71
ITEM02348,TXN00787,PROD0473,1,11.08,5,10.53
ITEM02349,TXN00787,PROD0169,2,439.56,0,879.12
ITEM02350,TXN00787,PROD0445,1,124.55,10,112.09
ITEM02351,TXN00787,PROD0384,1,111.19,0,111.19
ITEM02352,TXN00787,PROD0345,1,424.66,5,403.43
ITEM02353,TXN00788,PROD0476,3,251.37,10,678.7
ITEM02354,TXN00788,PROD0368,2,290.37,5,551.7
ITEM02355,TXN00788,PROD0040,3,16.07,15,40.98
ITEM02356,TXN00788,PROD0470,1,298.57,5,283.64
ITEM02357,TXN00789,PROD0269,1,196.58,5,186.75
ITEM02358,TXN00789,PROD0300,1,248.98,10,224.08
ITEM02359,TXN00790,PROD0300,2,248.98,15,423.27
ITEM02360,TXN00790,PROD0119,2,116.88,10,210.38
ITEM02361,TXN00791,PROD0010,3,216.83,10,585.44
ITEM02362,TXN00791,PROD0220,2,172.14,10,309.85
ITEM02363,TXN00792,PROD0253,1,356.92,15,303.38
ITEM02364,TXN00793,PROD0483,2,315.59,5,599.62
ITEM02365,TXN00794,PROD0395,2,15.77,5,29.96
ITEM02366,TXN00794,PROD0437,2,403.83,15,686.51
ITEM02367,TXN00794,PROD0461,2,96.35,0,192.7
ITEM02368,TXN00794,PROD0327,3,182.43,15,465.2
ITEM02369,TXN00794,PROD0278,2,426.27,15,724.66
ITEM02370,TXN00795,PROD0067,2,232.8,15,395.76
ITEM02371,TXN00795,PROD0335,2,338.67,15,575.74
ITEM02372,TXN00795,PROD0205,3,335.78,5,956.97
ITEM02373,TXN00795,PROD0213,3,241.48,10,652.0
ITEM02374,TXN00795,PROD0218,1,352.08,5,334.48
ITEM02375,TXN00796,PROD0253,1,356.92,15,303.38
ITEM02376,TXN00796,PROD0312,3,72.92,0,218.76
ITEM02377,TXN00797,PROD0277,1,353.97,10,318.57
ITEM02378,TXN00797,PROD0164,2,391.1,5,743.09
ITEM02379,TXN00797,PROD0270,3,327.6,10,884.52
ITEM02380,TXN00798,PROD0377,3,244.33,0,732.99
ITEM02381,TXN00799,PROD0110,2,256.81,10,462.26
ITEM02382,TXN00800,PROD0455,3,364.39,0,1093.17
ITEM02383,TXN00801,PROD0457,2,248.91,10,448.04
ITEM02384,TXN00801,PROD0063,1,84.12,10,75.71
ITEM02385,TXN00802,PROD0065,3,214.8,15,547.74
ITEM02386,TXN00802,PROD0279,1,470.92,0,470.92
ITEM02387,TXN00803,PROD0128,2,369.14,5,701.37
ITEM02388,TXN00803,PROD0090,2,31.44,15,53.45
ITEM02389,TXN00803,PROD0462,1,311.8,15,265.03
ITEM02390,TXN00804,PROD0240,2,88.21,10,158.78
ITEM02391,TXN00804,PROD0391,1,40.93,10,36.84
ITEM02392,TXN00804,PROD0015,2,337.93,5,642.07
ITEM02393,TXN00805,PROD0067,1,232.8,5,221.16
ITEM02394,TXN00805,PROD0068,3,48.18,10,130.09
ITEM02395,TXN00806,PROD0500,2,468.46,0,936.92
ITEM02396,TXN00806,PROD0160,2,61.93,5,117.67
ITEM02397,TXN00806,PROD0285,1,173.98,10,156.58
ITEM02398,TXN00806,PROD0447,2,392.73,0,785.46
ITEM02399,TXN00807,PROD0237,3,182.62,0,547.86
ITEM02400,TXN00807,PROD0117,3,485.95,0,1457.85
ITEM02401,TXN00807,PROD0087,2,187.35,5,355.96
ITEM02402,TXN00807,PROD0429,2,261.11,0,522.22
ITEM02403,TXN00808,PROD0176,2,55.24,15,93.91
ITEM02404,TXN00809,PROD0478,3,421.14,5,1200.25
ITEM02405,TXN00810,PROD0118,1,371.35,5,352.78
ITEM02406,TXN00811,PROD0203,1,11.07,5,10.52
ITEM02407,TXN00811,PROD0061,1,187.18,15,159.1
ITEM02408,TXN00812,PROD0443,1,406.5,15,345.52
ITEM02409,TXN00813,PROD0138,1,255.84,5,243.05
ITEM02410,TXN00813,PROD0065,3,214.8,5,612.18
ITEM02411,TXN00813,PROD0328,2,285.02,5,541.54
ITEM02412,TXN00814,PROD0024,3,277.75,5,791.59
ITEM02413,TXN00814,PROD0011,1,247.71,5,235.32
ITEM02414,TXN00815,PROD0089,2,385.07,15,654.62
ITEM02415,TXN00815,PROD0350,1,176.36,15,149.91
ITEM02416,TXN00815,PROD0378,1,198.99,10,179.09
ITEM02417,TXN00815,PROD0113,1,266.63,0,266.63
ITEM02418,TXN00815,PROD0252,2,15.9,0,31.8
ITEM02419,TXN00816,PROD0274,1,404.45,10,364.0
ITEM02420,TXN00816,PROD0200,3,37.98,10,102.55
ITEM02421,TXN00816,PROD0490,1,142.65,5,135.52
ITEM02422,TXN00817,PROD0070,1,470.12,10,423.11
ITEM02423,TXN00818,PROD0403,1,395.36,0,395.36
ITEM02424,TXN00819,PROD0489,2,123.63,0,247.26
ITEM02425,TXN00820,PROD0126,1,233.91,15,198.82
ITEM02426,TXN00820,PROD0361,3,384.6,10,1038.42
ITEM02427,TXN00821,PROD0315,2,273.82,15,465.49
ITEM02428,TXN00821,PROD0140,1,243.81,10,219.43
ITEM02429,TXN00821,PROD0179,1,471.66,15,400.91
ITEM02430,TXN00822,PROD0313,1,201.65,5,191.57
ITEM02431,TXN00822,PROD0075,3,271.92,15,693.4
ITEM02432,TXN00822,PROD0146,1,465.94,10,419.35
ITEM02433,TXN00822,PROD0376,1,313.54,15,266.51
ITEM02434,TXN00822,PROD0047,2,224.44,0,448.88
ITEM02435,TXN00823,PROD0442,1,225.33,10,202.8
ITEM02436,TXN00823,PROD0355,1,419.13,10,377.22
ITEM02437,TXN00824,PROD0294,2,430.85,5,818.62
ITEM02438,TXN00824,PROD0129,1,50.87,15,43.24
ITEM02439,TXN00824,PROD0384,2,111.19,15,189.02
ITEM02440,TXN00824,PROD0417,1,99.11,15,84.24
ITEM02441,TXN00824,PROD0269,1,196.58,15,167.09
ITEM02442,TXN00825,PROD0027,3,239.63,5,682.95
ITEM02443,TXN00825,PROD0128,2,369.14,5,701.37
ITEM02444,TXN00826,PROD0052,3,74.07,15,188.88
ITEM02445,TXN00826,PROD0220,3,172.14,0,516.42
ITEM02446,TXN00826,PROD0062,3,396.45,0,1189.35
ITEM02447,TXN00827,PROD0051,2,252.2,10,453.96
ITEM02448,TXN00827,PROD0372,2,91.99,10,165.58
ITEM02449,TXN00827,PROD0377,3,244.33,10,659.69
ITEM02450,TXN00827,PROD0174,1,447.63,5,425.25
ITEM02451,TXN00828,PROD0056,2,302.59,0,605.18
ITEM02452,TXN00829,PROD0149,2,419.05,0,838.1
ITEM02453,TXN00829,PROD0214,3,165.69,15,422.51
ITEM02454,TXN00829,PROD0052,2,74.07,5,140.73
ITEM02455,TXN00829,PROD0372,2,91.99,10,165.58
ITEM02456,TXN00829,PROD0486,3,185.6,15,473.28
ITEM02457,TXN00830,PROD0362,3,116.56,10,314.71
ITEM02458,TXN00830,PROD0144,2,407.84,10,734.11
ITEM02459,TXN00830,PROD0482,2,136.5,15,232.05
ITEM02460,TXN00831,PROD0324,2,102.19,10,183.94
ITEM02461,TXN00831,PROD0158,3,158.07,0,474.21
ITEM02462,TXN00831,PROD0253,1,356.92,15,303.38
ITEM02463,TXN00831,PROD0289,1,10.1,0,10.1
ITEM02464,TXN00832,PROD0290,3,62.59,0,187.77
ITEM02465,TXN00832,PROD0480,2,397.03,15,674.95
ITEM02466,TXN00833,PROD0475,1,130.26,10,117.23
ITEM02467,TXN00834,PROD0327,3,182.43,0,547.29
ITEM02468,TXN00834,PROD0407,3,484.47,15,1235.4
ITEM02469,TXN00834,PROD0245,3,205.9,15,525.05
ITEM02470,TXN00834,PROD0219,3,44.23,15,112.79
ITEM02471,TXN00835,PROD0493,2,61.14,10,110.05
ITEM02472,TXN00835,PROD0228,3,150.59,0,451.77
ITEM02473,TXN00835,PROD0179,2,471.66,5,896.15
ITEM02474,TXN00835,PROD0237,1,182.62,0,182.62
ITEM02475,TXN00835,PROD0077,3,151.56,0,454.68
ITEM02476,TXN00836,PROD0412,1,75.31,5,71.54
ITEM02477,TXN00837,PROD0302,2,452.32,0,904.64
ITEM02478,TXN00838,PROD0441,3,197.69,5,563.42
ITEM02479,TXN00838,PROD0372,2,91.99,5,174.78
ITEM02480,TXN00838,PROD0430,3,30.44,15,77.62
ITEM02481,TXN00838,PROD0177,3,307.37,10,829.9
ITEM02482,TXN00838,PROD0169,2,439.56,10,791.21
ITEM02483,TXN00839,PROD0290,2,62.59,10,112.66
ITEM02484,TXN00839,PROD0317,2,159.54,10,287.17
ITEM02485,TXN00839,PROD0491,3,474.56,10,1281.31
ITEM02486,TXN00839,PROD0148,2,199.12,15,338.5
ITEM02487,TXN00839,PROD0070,3,470.12,0,1410.36
ITEM02488,TXN00840,PROD0252,3,15.9,5,45.31
ITEM02489,TXN00840,PROD0250,3,274.9,10,742.23
ITEM02490,TXN00841,PROD0019,2,76.26,15,129.64
ITEM02491,TXN00842,PROD0376,1,313.54,10,282.19
ITEM02492,TXN00842,PROD0232,3,236.45,10,638.41
ITEM02493,TXN00842,PROD0311,3,483.63,10,1305.8
ITEM02494,TXN00842,PROD0298,1,33.02,0,33.02
ITEM02495,TXN00842,PROD0338,1,203.76,0,203.76
ITEM02496,TXN00843,PROD0266,3,110.52,15,281.83
ITEM02497,TXN00844,PROD0395,2,15.77,5,29.96
ITEM02498,TXN00844,PROD0175,1,402.73,10,362.46
ITEM02499,TXN00845,PROD0277,3,353.97,15,902.62
ITEM02500,TXN00845,PROD0428,3,263.42,5,750.75
ITEM02501,TXN00845,PROD0282,3,50.95,5,145.21
ITEM02502,TXN00845,PROD0126,3,233.91,0,701.73
ITEM02503,TXN00846,PROD0216,2,297.07,0,594.14
ITEM02504,TXN00846,PROD0364,1,406.21,15,345.28
ITEM02505,TXN00846,PROD0348,3,483.76,5,1378.72
ITEM02506,TXN00847,PROD0295,2,219.27,15,372.76
ITEM02507,TXN00847,PROD0396,3,347.73,15,886.71
ITEM02508,TXN00847,PROD0157,2,172.39,0,344.78
ITEM02509,TXN00848,PROD0012,2,349.06,5,663.21
ITEM02510,TXN00848,PROD0027,3,239.63,0,718.89
ITEM02511,TXN00848,PROD0231,3,497.56,15,1268.78
ITEM02512,TXN00848,PROD0486,1,185.6,15,157.76
ITEM02513,TXN00848,PROD0100,3,309.73,15,789.81
ITEM02514,TXN00849,PROD0056,1,302.59,5,287.46
ITEM02515,TXN00849,PROD0457,2,248.91,0,497.82
ITEM02516,TXN00849,PROD0150,3,136.2,0,408.6
ITEM02517,TXN00850,PROD0190,1,342.23,0,342.23
ITEM02518,TXN00850,PROD0123,2,39.14,15,66.54
ITEM02519,TXN00850,PROD0108,3,48.48,5,138.17
ITEM02520,TXN00850,PROD0192,3,393.63,5,1121.85
ITEM02521,TXN00850,PROD0390,3,373.77,0,1121.31
ITEM02522,TXN00851,PROD0146,3,465.94,15,1188.15
ITEM02523,TXN00851,PROD0428,3,263.42,0,790.26
ITEM02524,TXN00851,PROD0259,3,91.28,10,246.46
ITEM02525,TXN00851,PROD0394,3,67.2,15,171.36
ITEM02526,TXN00851,PROD0201,2,182.48,0,364.96
ITEM02527,TXN00852,PROD0033,2,25.27,0,50.54
ITEM02528,TXN00852,PROD0438,2,199.29,10,358.72
ITEM02529,TXN00852,PROD0083,2,235.54,5,447.53
ITEM02530,TXN00852,PROD0059,3,457.57,5,1304.07
ITEM02531,TXN00853,PROD0057,2,54.56,15,92.75
ITEM02532,TXN00853,PROD0276,2,324.61,5,616.76
ITEM02533,TXN00853,PROD0072,2,491.38,5,933.62
ITEM02534,TXN00853,PROD0092,1,489.21,10,440.29
ITEM02535,TXN00853,PROD0259,2,91.28,5,173.43
ITEM02536,TXN00854,PROD0004,2,200.39,15,340.66
ITEM02537,TXN00854,PROD0108,3,48.48,10,130.9
ITEM02538,TXN00855,PROD0250,3,274.9,15,700.99
ITEM02539,TXN00855,PROD0148,1,199.12,0,199.12
ITEM02540,TXN00855,PROD0077,1,151.56,15,128.83
ITEM02541,TXN00856,PROD0125,1,167.64,15,142.49
ITEM02542,TXN00856,PROD0155,3,303.85,15,774.82
ITEM02543,TXN00856,PROD0175,2,402.73,15,684.64
ITEM02544,TXN00856,PROD0479,2,220.07,0,440.14
ITEM02545,TXN00856,PROD0244,2,247.12,0,494.24
ITEM02546,TXN00857,PROD0319,1,368.68,10,331.81
ITEM02547,TXN00858,PROD0402,2,117.05,10,210.69
ITEM02548,TXN00858,PROD0408,1,411.23,0,411.23
ITEM02549,TXN00858,PROD0056,1,302.59,5,287.46
ITEM02550,TXN00858,PROD0283,2,307.03,0,614.06
ITEM02551,TXN00858,PROD0104,1,371.02,0,371.02
ITEM02552,TXN00859,PROD0366,1,335.14,10,301.63
ITEM02553,TXN00859,PROD0303,2,437.69,10,787.84
ITEM02554,TXN00859,PROD0476,3,251.37,5,716.4
ITEM02555,TXN00859,PROD0135,2,83.95,0,167.9
ITEM02556,TXN00860,PROD0455,1,364.39,0,364.39
ITEM02557,TXN00860,PROD0032,1,485.33,0,485.33
ITEM02558,TXN00860,PROD0122,1,304.24,5,289.03
ITEM02559,TXN00861,PROD0320,3,263.95,0,791.85
ITEM02560,TXN00862,PROD0053,2,97.02,15,164.93
ITEM02561,TXN00862,PROD0109,1,213.87,15,181.79
ITEM02562,TXN00862,PROD0069,3,214.71,10,579.72
ITEM02563,TXN00863,PROD0329,1,219.84,5,208.85
ITEM02564,TXN00864,PROD0449,1,279.92,10,251.93
ITEM02565,TXN00864,PROD0185,1,28.61,15,24.32
ITEM02566,TXN00864,PROD0352,3,313.23,15,798.74
ITEM02567,TXN00864,PROD0360,3,145.2,15,370.26
ITEM02568,TXN00865,PROD0314,2,324.54,5,616.63
ITEM02569,TXN00866,PROD0116,1,225.06,5,213.81
ITEM02570,TXN00866,PROD0397,2,308.0,10,554.4
ITEM02571,TXN00867,PROD0475,3,130.26,0,390.78
ITEM02572,TXN00867,PROD0301,3,220.89,5,629.54
ITEM02573,TXN00867,PROD0091,2,92.41,5,175.58
ITEM02574,TXN00867,PROD0167,3,82.11,15,209.38
ITEM02575,TXN00868,PROD0302,1,452.32,15,384.47
ITEM02576,TXN00868,PROD0300,1,248.98,5,236.53
ITEM02577,TXN00869,PROD0355,3,419.13,5,1194.52
ITEM02578,TXN00869,PROD0198,1,153.6,10,138.24
ITEM02579,TXN00869,PROD0401,1,304.68,0,304.68
ITEM02580,TXN00869,PROD0342,3,31.35,5,89.35
ITEM02581,TXN00869,PROD0098,3,197.45,0,592.35
ITEM02582,TXN00870,PROD0061,2,187.18,5,355.64
ITEM02583,TXN00870,PROD0202,1,159.42,5,151.45
ITEM02584,TXN00870,PROD0437,3,403.83,15,1029.77
ITEM02585,TXN00871,PROD0062,3,396.45,15,1010.95
ITEM02586,TXN00871,PROD0170,3,463.37,10,1251.1
ITEM02587,TXN00871,PROD0158,2,158.07,15,268.72
ITEM02588,TXN00871,PROD0237,2,182.62,15,310.45
ITEM02589,TXN00871,PROD0078,3,158.45,15,404.05
ITEM02590,TXN00872,PROD0183,1,491.19,15,417.51
ITEM02591,TXN00872,PROD0187,3,399.57,0,1198.71
ITEM02592,TXN00872,PROD0185,3,28.61,0,85.83
ITEM02593,TXN00873,PROD0235,3,278.07,15,709.08
ITEM02594,TXN00873,PROD0432,1,381.03,5,361.98
ITEM02595,TXN00873,PROD0436,2,445.79,10,802.42
ITEM02596,TXN00874,PROD0328,2,285.02,5,541.54
ITEM02597,TXN00874,PROD0447,3,392.73,15,1001.46
ITEM02598,TXN00874,PROD0466,2,485.39,5,922.24
ITEM02599,TXN00875,PROD0495,1,212.41,10,191.17
ITEM02600,TXN00875,PROD0131,2,434.37,0,868.74
ITEM02601,TXN00875,PROD0022,3,418.88,10,1130.98
ITEM02602,TXN00875,PROD0096,3,166.63,0,499.89
ITEM02603,TXN00876,PROD0263,1,260.43,15,221.37
ITEM02604,TXN00876,PROD0071,3,260.89,0,782.67
ITEM02605,TXN00876,PROD0465,3,400.72,5,1142.05
ITEM02606,TXN00877,PROD0166,3,167.49,10,452.22
ITEM02607,TXN00877,PROD0026,2,474.16,5,900.9
ITEM02608,TXN00878,PROD0421,1,405.86,5,385.57
ITEM02609,TXN00878,PROD0378,3,198.99,15,507.42
ITEM02610,TXN00878,PROD0087,3,187.35,15,477.74
ITEM02611,TXN00878,PROD0153,3,153.62,0,460.86
ITEM02612,TXN00879,PROD0143,1,317.0,15,269.45
ITEM02613,TXN00879,PROD0131,2,434.37,10,781.87
